names,Price,Area,Unit Type,Starting Price,Maximum Price,lat,lon,geometry
Mahaveer Palatium bangalore,1 Cr -1.24 Cr,1470-1558 sq.ft,2 BHK Apartment,1 Cr ,1.24 Cr,12.7579595,77.6143312,POINT (77.6143312 12.7579595)
Mahaveer Promenade bangalore,80.02 L -88 L,1200-1311 sq.ft,2 BHK Apartment,80.02 L ,88 L,13.0077592,77.7399015,POINT (77.7399015 13.0077592)
Mahaveer Ranches bangalore,49.38 L -70 L,853 sq.ft,1 BHK Apartment,49.38 L ,70 L,12.8783657,77.6708668,POINT (77.6708668 12.8783657)
Mahaveer Riviera bangalore,85 L -1.06 Cr,1255-1280 sq.ft,2 BHK Apartment,85 L ,1.06 Cr,12.8930968,77.5883631,POINT (77.5883631 12.8930968)
Mahaveer Sitara bangalore,1.06 Cr -1.74 Cr,1434 sq.ft,2 BHK Apartment,1.06 Cr ,1.74 Cr,12.8937,77.5866427,POINT (77.5866427 12.8937)
Mahaveer Turquoise bangalore,1.10 Cr -1.12 Cr,2319 sq.ft,3 BHK Apartment,1.10 Cr ,1.12 Cr,12.8672756,77.64419319999999,POINT (77.64419319999999 12.8672756)
Mahaveer Zephyr bangalore,49.74 L -68.08 L,1044-1263 sq.ft,2 BHK Apartment,49.74 L ,68.08 L,12.900891,77.6193205,POINT (77.6193205 12.900891)
Mahendra Aarna bangalore,45.98 L -77.53 L,1045-1110 sq.ft,2 BHK Apartment,45.98 L ,77.53 L,12.8348265,77.6910718,POINT (77.6910718 12.8348265)
Mahindra Lifespace Windchimes Phase II bangalore,60 L -69 L,1142-1225 sq.ft,2 BHK Apartment,60 L ,69 L,12.88624,77.597681,POINT (77.59768099999999 12.88624)
Mahindra Lifespace Windchimes bangalore,1.38 Cr -2.31 Cr,1776-1792 sq.ft,3 BHK Apartment,1.38 Cr ,2.31 Cr,12.88624,77.597681,POINT (77.59768099999999 12.88624)
Mana Candela bangalore,35 L,697 sq.ft,1 BHK Apartment,35 L,0,12.8915171,77.71009699999999,POINT (77.71009699999999 12.8915171)
Mana Foliage bangalore,26.50 L -35 L,726 sq.ft,2 BHK Apartment,26.50 L ,35 L,12.834063,77.74269489999999,POINT (77.74269489999999 12.834063)
Mana Karmel bangalore,44.71 L -50.02 L,1028-1150 sq.ft,2 BHK Apartment,44.71 L ,50.02 L,12.8955387,77.70596619999999,POINT (77.70596619999999 12.8955387)
Mana Tropicale bangalore,40 L,771 sq.ft,0.5 BHK Apartment,40 L,0,12.8800875,77.69287159999999,POINT (77.69287159999999 12.8800875)
Mantri Centrium bangalore,26 L -41.64 L,615-985 sq.ft,1 BHK Apartment,26 L ,41.64 L,13.0040638,77.56184850000001,POINT (77.56184850000001 13.0040638)
Mantri Energia bangalore,89.58 L,1355 sq.ft,2 BHK Apartment,89.58 L,0,13.0543825,77.61948389999999,POINT (77.61948389999999 13.0543825)
Mantri Espana bangalore,2 Cr -2.78 Cr,2635 sq.ft,3 BHK Apartment,2 Cr ,2.78 Cr,12.9344706,77.68350629999999,POINT (77.68350629999999 12.9344706)
Mantri Flora bangalore,1.43 Cr -20 Cr,1859-2160 sq.ft,3 BHK Apartment,1.43 Cr ,20 Cr,12.9183563,77.6650713,POINT (77.66507129999999 12.9183563)
Mantri Lithos bangalore,34 L -42.80 L,800-875 sq.ft,2 BHK Apartment,34 L ,42.80 L,13.0544515,77.6194419,POINT (77.6194419 13.0544515)
Mantri Serenity bangalore,62 L -1 Cr,1025-1260 sq.ft,2 BHK Apartment,62 L ,1 Cr,12.8869436,77.55137359999999,POINT (77.55137359999999 12.8869436)
Mantri Tranquil bangalore,69 L -95 L,1270-1285 sq.ft,2 BHK Apartment,69 L ,95 L,12.8867375,77.5451932,POINT (77.5451932 12.8867375)
Mantri Webcity bangalore,56.90 L -92.50 L,950-1010 sq.ft,2 BHK Apartment,56.90 L ,92.50 L,13.0735045,77.6511247,POINT (77.6511247 13.0735045)
Master Classic Residency bangalore,61.01 L -65.78 L,1195-1296 sq.ft,2 BHK Apartment,61.01 L ,65.78 L,13.0925662,77.5998497,POINT (77.59984969999999 13.0925662)
Maysons Udbhava bangalore,2.65 Cr,4216 sq.ft,4 BHK RowHouse,2.65 Cr,0,13.0877551,77.6038995,POINT (77.6038995 13.0877551)
Meda Eternity bangalore,47.04 L -52.01 L,1020-1085 sq.ft,2 BHK Apartment,47.04 L ,52.01 L,13.0289204,77.7079727,POINT (77.7079727 13.0289204)
Meda Greens bangalore,59.97 L -75 L,1126-1388 sq.ft,2 BHK Apartment,59.97 L ,75 L,12.9206595,77.4926622,POINT (77.4926622 12.9206595)
Midtown Raaga bangalore,35 L -53 L,888-944 sq.ft,2 BHK Apartment,35 L ,53 L,13.0045009,77.7300865,POINT (77.7300865 13.0045009)
Midtown Rhythm bangalore,45 L,695 sq.ft,1 BHK Apartment,45 L,0,12.960095,77.741935,POINT (77.741935 12.960095)
Millennia Montagna bangalore,36.95 L -53 L,1103-1317 sq.ft,2 BHK Apartment,36.95 L ,53 L,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Mittal Elanza bangalore,60 L -77.27 L,1195-1210 sq.ft,2 BHK Apartment,60 L ,77.27 L,13.1036043,77.6208274,POINT (77.6208274 13.1036043)
Motzkin Park Terrace bangalore,63.25 L -90 L,1150-1280 sq.ft,2 BHK Apartment,63.25 L ,90 L,12.8277163,77.77764979999999,POINT (77.77764979999999 12.8277163)
Myhna Maple bangalore,2.44 Cr -4.41 Cr,2900 sq.ft,3 BHK Villa,2.44 Cr ,4.41 Cr,12.934066,77.74157699999999,POINT (77.74157699999999 12.934066)
Mythri Arteor bangalore,1.35 Cr -1.60 Cr,1950 sq.ft,3 BHK Apartment,1.35 Cr ,1.60 Cr,12.8874178,77.6294089,POINT (77.6294089 12.8874178)
NBR Green Valley bangalore,55.89 L -57.45 L,1136-1170 sq.ft,2 BHK Apartment,55.89 L ,57.45 L,12.8162764,77.8628083,POINT (77.8628083 12.8162764)
NBR Trifecta bangalore,22.56 L -24.96 L,580-650 sq.ft,1 BHK Apartment,22.56 L ,24.96 L,12.8381526,77.8432415,POINT (77.8432415 12.8381526)
NCC Urban Green Province bangalore,75 L,1145 sq.ft,2 BHK Apartment,75 L,0,12.866571,77.7720839,POINT (77.7720839 12.866571)
NCN Swasthi bangalore,72.66 L -96.11 L,1274-1290 sq.ft,2 BHK Apartment,72.66 L ,96.11 L,13.0187542,77.63059489999999,POINT (77.63059489999999 13.0187542)
ND Around The Mangoes bangalore,2.53 Cr -3.07 Cr,2980-3420 sq.ft,3 BHK Villa,2.53 Cr ,3.07 Cr,12.9099636,77.60450949999999,POINT (77.60450949999999 12.9099636)
ND Magnolia Apartment bangalore,47.36 L -57.85 L,920-1145 sq.ft,2 BHK Apartment,47.36 L ,57.85 L,12.9745516,77.76798330000001,POINT (77.76798330000001 12.9745516)
NR Windgates bangalore,98 L -1.06 Cr,1290 sq.ft,2 BHK Apartment,98 L ,1.06 Cr,13.0859552,77.62378000000001,POINT (77.62378000000001 13.0859552)
NS Paradise Township bangalore,55.21 L -67.76 L,1070-1350 sq.ft,2 BHK Apartment,55.21 L ,67.76 L,13.0040017,77.717381,POINT (77.717381 13.0040017)
NVT Arcot Vaksana bangalore,96 L -1.28 Cr,1560-2000 sq.ft,3 BHK Villa,96 L ,1.28 Cr,12.8536467,77.7840279,POINT (77.7840279 12.8536467)
NVT Life Square bangalore,2.48 Cr,3565 sq.ft,4 BHK Villa,2.48 Cr,0,12.9754639,77.7639204,POINT (77.7639204 12.9754639)
NVT Mystic Garden bangalore,1.15 Cr,2292 sq.ft,3 BHK Apartment,1.15 Cr,0,12.7924016,77.7792542,POINT (77.7792542 12.7924016)
NYK Metro Urbano bangalore,15 L,1200 sq.ft,Plot,15 L,0,12.8919021,77.6376131,POINT (77.6376131 12.8919021)
Nagarjuna Maple Heights bangalore,8.14 Cr -9.35 Cr,3700-4250 sq.ft,4 BHK Apartment,8.14 Cr ,9.35 Cr,12.9935525,77.6838545,POINT (77.6838545 12.9935525)
Nambiar Bellezea bangalore,1.77 Cr,2446 sq.ft,3 BHK Villa,1.77 Cr,0,12.8423459,77.727032,POINT (77.72703199999999 12.8423459)
Nandi Citadel bangalore,59.66 L -71.67 L,1000-1050 sq.ft,2 BHK Apartment,59.66 L ,71.67 L,12.8613592,77.60688379999999,POINT (77.60688379999999 12.8613592)
Narmada Sri Heights bangalore,4 Cr,5476 sq.ft,4 BHK RowHouse,4 Cr,0,12.8737585,77.6677287,POINT (77.6677287 12.8737585)
Nava Vedantha bangalore,73.53 L -82.22 L,1337-1495 sq.ft,2 BHK Apartment,73.53 L ,82.22 L,13.0051219,77.6644468,POINT (77.66444679999999 13.0051219)
Navami Funique bangalore,55 L -56.73 L,1307 sq.ft,2 BHK Apartment,55 L ,56.73 L,12.8695931,77.6546046,POINT (77.6546046 12.8695931)
New Dawn bangalore,85.26 L -97.92 L,1750-2010 sq.ft,3 BHK Villa,85.26 L ,97.92 L,12.8640688,77.6979503,POINT (77.6979503 12.8640688)
New India Tanzanite bangalore,36.97 L -37.47 L,694 sq.ft,1 BHK Apartment,36.97 L ,37.47 L,13.1020363,77.6189762,POINT (77.61897620000001 13.1020363)
Niranjan Genesis bangalore,42 L,1152 sq.ft,2 BHK Apartment,42 L,0,12.8650822,77.6232727,POINT (77.6232727 12.8650822)
Niranjan Tridha bangalore,57.17 L -75.01 L,1166-1210 sq.ft,2 BHK Apartment,57.17 L ,75.01 L,12.8810058,77.63616139999999,POINT (77.63616139999999 12.8810058)
Nishant Prime bangalore,26.56 L -39.51 L,718-1068 sq.ft,2 BHK Apartment,26.56 L ,39.51 L,12.9665946,77.76514519999999,POINT (77.76514519999999 12.9665946)
Nitesh Caesars Palace bangalore,52 L,589 sq.ft,0.5 BHK Apartment,52 L,0,12.8776451,77.546492,POINT (77.546492 12.8776451)
Nitesh Cape Cod bangalore,74.32 L -97 L,1260-1470 sq.ft,2 BHK Apartment,74.32 L ,97 L,12.9224054,77.67501229999999,POINT (77.67501229999999 12.9224054)
Nitesh Hyde Park bangalore,46 L -69 L,969-978 sq.ft,2 BHK Apartment,46 L ,69 L,12.8717726,77.5979352,POINT (77.59793519999999 12.8717726)
Nitesh Rio bangalore,57 L -61.23 L,1240-1260 sq.ft,2 BHK Apartment,57 L ,61.23 L,12.8631579,77.535788,POINT (77.535788 12.8631579)
Northern Destiny bangalore,74.95 L -1.27 Cr,1265-1527 sq.ft,3 BHK Apartment,74.95 L ,1.27 Cr,13.1000006,77.63371990000002,POINT (77.63371990000002 13.1000006)
Oceanus Classic bangalore,38.39 L -55 L,1097-1230 sq.ft,2 BHK Apartment,38.39 L ,55 L,13.005386,77.73160519999999,POINT (77.73160519999999 13.005386)
Oceanus Tranquil bangalore,19.62 L -25.38 L,545-705 sq.ft,1 BHK Apartment,19.62 L ,25.38 L,13.0372514,77.6894379,POINT (77.6894379 13.0372514)
Opera Canopus bangalore,45.34 L -48 L,970-1005 sq.ft,2 BHK Apartment,45.34 L ,48 L,12.8872949,77.6214482,POINT (77.6214482 12.8872949)
Opera Spring Leaf bangalore,63.25 L -90 L,1150-1280 sq.ft,2 BHK Apartment,63.25 L ,90 L,12.8983834,77.61832369999999,POINT (77.61832369999999 12.8983834)
Orbis BVS Avenues bangalore,19.80 L -39.60 L,1200-2400 sq.ft,Apartment,19.80 L ,39.60 L,12.9582656,77.74662649999999,POINT (77.74662649999999 12.9582656)
Orchid Greens bangalore,48.81 L -77 L,1180 sq.ft,2 BHK Apartment,48.81 L ,77 L,13.0879221,77.6554441,POINT (77.6554441 13.0879221)
Orchid Piccadilly bangalore,52 L -83.66 L,1165 sq.ft,2 BHK Apartment,52 L ,83.66 L,13.0862364,77.6326754,POINT (77.6326754 13.0862364)
Ozone Evergreens bangalore,32.48 L -42.44 L,884-1155 sq.ft,2 BHK Apartment,32.48 L ,42.44 L,12.9088641,77.6628913,POINT (77.6628913 12.9088641)
Ozone Polestar bangalore,75.62 L -1.29 Cr,1252-1633 sq.ft,2 BHK Apartment,75.62 L ,1.29 Cr,13.0385196,77.6181119,POINT (77.6181119 13.0385196)
Ozone Urbana Avenue bangalore,58 L -62.50 L,1150-1250 sq.ft,2 BHK Apartment,58 L ,62.50 L,12.9757272,77.6158504,POINT (77.6158504 12.9757272)
Ozone Urbana Township bangalore,83.72 L -1.14 Cr,1650-1800 sq.ft,3 BHK Apartment,83.72 L ,1.14 Cr,13.2036001,77.6645319,POINT (77.6645319 13.2036001)
Ozone Urbana bangalore,54.70 L -57.50 L,1195-1250 sq.ft,2 BHK Apartment,54.70 L ,57.50 L,13.2032646,77.6635981,POINT (77.6635981 13.2032646)
Ozone WF48 bangalore,55.22 L -55.41 L,1127-1131 sq.ft,2 BHK Apartment,55.22 L ,55.41 L,12.9954655,77.6948322,POINT (77.69483219999999 12.9954655)
PSR Krish Kamal bangalore,50 L -70 L,1155-1310 sq.ft,2 BHK Apartment,50 L ,70 L,12.8404406,77.6435767,POINT (77.6435767 12.8404406)
Park Cubix bangalore,36 L,656 sq.ft,0.5 BHK Apartment,36 L,0,13.2418908,77.720995,POINT (77.720995 13.2418908)
Pashmina Lagoon Residences bangalore,16.80 L,600 sq.ft,Plot,16.80 L,0,13.0754163,77.7242591,POINT (77.7242591 13.0754163)
Pashmina Waterfront bangalore,81.78 L -2.22 Cr,1636-2082 sq.ft,3 BHK Apartment,81.78 L ,2.22 Cr,13.0244407,77.7116346,POINT (77.7116346 13.0244407)
Patel Smondo 2 bangalore,31.38 L,675 sq.ft,1 BHK Apartment,31.38 L,0,12.8217185,77.6598477,POINT (77.6598477 12.8217185)
Patel Smondoville bangalore,18 L -19 L,360 sq.ft,0.5 BHK Apartment,18 L ,19 L,12.8219467,77.65774549999999,POINT (77.65774549999999 12.8219467)
Pavani Divine bangalore,1 Cr -1.36 Cr,1452 sq.ft,2 BHK Apartment,1 Cr ,1.36 Cr,12.9831056,77.7181327,POINT (77.7181327 12.9831056)
Pavani Sarovar Phase II bangalore,65 L -73.21 L,1195-1300 sq.ft,2 BHK Apartment,65 L ,73.21 L,12.9726354,77.7340972,POINT (77.73409719999999 12.9726354)
Pavani Sarovar bangalore,4.65 Cr -5.43 Cr,4332-4622 sq.ft,4 BHK Apartment,4.65 Cr ,5.43 Cr,12.9726354,77.7340972,POINT (77.73409719999999 12.9726354)
Peace Rhythm bangalore,43.20 L -53.25 L,1029-1268 sq.ft,2 BHK Apartment,43.20 L ,53.25 L,12.9500313,77.4978003,POINT (77.49780029999999 12.9500313)
Peninsula Heights bangalore,3.22 Cr -4.50 Cr,3240-3890 sq.ft,3 BHK Apartment,3.22 Cr ,4.50 Cr,12.915558,77.592652,POINT (77.592652 12.915558)
Peninsula Prakruthi bangalore,79.80 L -1.20 Cr,1451-2103 sq.ft,3 BHK Villa,79.80 L ,1.20 Cr,12.8732821,77.787371,POINT (77.78737099999999 12.8732821)
Peninsula Solitaire bangalore,71.45 L -75.73 L,1203-1275 sq.ft,2 BHK Apartment,71.45 L ,75.73 L,12.8657356,77.8052447,POINT (77.8052447 12.8657356)
Peram's Eco City bangalore,35 L,765 sq.ft,1 BHK Apartment,35 L,0,13.130345,77.8254697,POINT (77.8254697 13.130345)
Phoenix One Bangalore West bangalore,78 L -87 L,1135-1285 sq.ft,2 BHK Apartment,78 L ,87 L,13.0097168,77.5540958,POINT (77.5540958 13.0097168)
Pioneer KRS Park Royal bangalore,82 L -1.15 Cr,1365-1390 sq.ft,2 BHK Apartment,82 L ,1.15 Cr,12.9293554,77.4995552,POINT (77.4995552 12.9293554)
Pioneer Kingstown bangalore,49 L -68 L,1092-1260 sq.ft,2 BHK Apartment,49 L ,68 L,12.8878665,77.6441936,POINT (77.64419359999999 12.8878665)
Pioneer Park Avenue bangalore,62.30 L -80 L,1204-1260 sq.ft,2 BHK Apartment,62.30 L ,80 L,12.875964,77.55190499999999,POINT (77.55190499999999 12.875964)
Pioneer Sun Blossom bangalore,42.99 L,1190 sq.ft,2 BHK Apartment,42.99 L,0,12.8348947,77.648506,POINT (77.648506 12.8348947)
Pionier Lifestyle bangalore,52.56 L -58.80 L,1095-1225 sq.ft,2 BHK Apartment,52.56 L ,58.80 L,12.8728757,77.69595129999999,POINT (77.69595129999999 12.8728757)
Plama Heights bangalore,65.52 L -1.07 Cr,1092-1118 sq.ft,2 BHK Apartment,65.52 L ,1.07 Cr,13.0334447,77.6374762,POINT (77.63747619999999 13.0334447)
Platina Exotica bangalore,54.97 L -61.81 L,1285-1460 sq.ft,2 BHK Apartment,54.97 L ,61.81 L,12.9275441,77.4936815,POINT (77.49368149999999 12.9275441)
Poorvi Shreenivasa Grand bangalore,1.70 Cr -2.20 Cr,1910-2100 sq.ft,3 BHK Apartment,1.70 Cr ,2.20 Cr,12.885729,77.537075,POINT (77.537075 12.885729)
Prabhavathi Comforts bangalore,33.39 L -41.82 L,954-1195 sq.ft,2 BHK Apartment,33.39 L ,41.82 L,12.8864112,77.6290643,POINT (77.6290643 12.8864112)
Prabhavathi Divine bangalore,18 L -24.50 L,500 sq.ft,1 BHK Apartment,18 L ,24.50 L,12.8787211,77.6110659,POINT (77.6110659 12.8787211)
Pramuk MM Meridian bangalore,67.92 L -89.49 L,1132 sq.ft,2 BHK Apartment,67.92 L ,89.49 L,12.93025,77.5751633,POINT (77.5751633 12.93025)
Pranavas BSR Gitaaar bangalore,67.37 L -75.95 L,1225-1381 sq.ft,2 BHK Apartment,67.37 L ,75.95 L,12.9422451,77.70145169999999,POINT (77.70145169999999 12.9422451)
Premier Inspira Maplewood bangalore,60 L -83.97 L,1168-1369 sq.ft,2 BHK Apartment,60 L ,83.97 L,12.9054239,77.6993194,POINT (77.69931939999999 12.9054239)
Prestige Bagamane Temple Bells bangalore,32.65 L -43 L,628-648 sq.ft,1 BHK Apartment,32.65 L ,43 L,12.9307632,77.5217595,POINT (77.5217595 12.9307632)
Prestige Deja Vu bangalore,3.36 Cr -4.30 Cr,2775-2797 sq.ft,3 BHK Apartment,3.36 Cr ,4.30 Cr,12.9957229,77.6079918,POINT (77.60799179999999 12.9957229)
Prestige Dolce Vita bangalore,75.68 L -97 L,1272 sq.ft,2 BHK Apartment,75.68 L ,97 L,12.9757496,77.7425161,POINT (77.7425161 12.9757496)
Prestige Falcon City bangalore,65.81 L -1.16 Cr,1230-1274 sq.ft,2 BHK Apartment,65.81 L ,1.16 Cr,12.885663,77.56377499999999,POINT (77.56377499999999 12.885663)
Prestige Ferns Residency bangalore,73.97 L -1.10 Cr,1193 sq.ft,2 BHK Apartment,73.97 L ,1.10 Cr,12.9029705,77.66220729999999,POINT (77.66220729999999 12.9029705)
Prestige Fontaine Bleau bangalore,46.75 L -69.68 L,955-1480 sq.ft,2 BHK Apartment,46.75 L ,69.68 L,12.9757829,77.7417992,POINT (77.7417992 12.9757829)
Prestige Glenwood bangalore,24 L -32 L,635-649 sq.ft,1 BHK Apartment,24 L ,32 L,13.0767319,77.7341204,POINT (77.73412039999999 13.0767319)
Prestige Gulmohar bangalore,82 L,1208 sq.ft,Plot,82 L,0,13.0288528,77.6649757,POINT (77.6649757 13.0288528)
Prestige Jade Pavillion bangalore,1.01 Cr -1.12 Cr,1358-1360 sq.ft,2 BHK Apartment,1.01 Cr ,1.12 Cr,12.9216881,77.6956648,POINT (77.6956648 12.9216881)
Prestige Jindal City bangalore,1.58 Cr -2.17 Cr,2640-3140 sq.ft,3 BHK Apartment,1.58 Cr ,2.17 Cr,13.0542876,77.48404239999999,POINT (77.48404239999999 13.0542876)
Prestige Kenilworth bangalore,43.39 L,966-1445 sq.ft,2 BHK Apartment,43.39 L,0,12.9902606,77.5961311,POINT (77.59613109999999 12.9902606)
Prestige Kew Gardens bangalore,2.10 Cr -4.18 Cr,2850-3258 sq.ft,3 BHK Apartment,2.10 Cr ,4.18 Cr,12.9481617,77.68094119999999,POINT (77.68094119999999 12.9481617)
Prestige Lake Ridge bangalore,36 L,661 sq.ft,0.5 BHK Apartment,36 L,0,12.8968323,77.54116719999999,POINT (77.54116719999999 12.8968323)
Prestige Lakeside Habitat Villa bangalore,55 L -93 L,1190-1365 sq.ft,2 BHK Apartment,55 L ,93 L,12.9299576,77.7401083,POINT (77.7401083 12.9299576)
Prestige Lakeside Habitat bangalore,49.11 L -61.33 L,1045-1105 sq.ft,2 BHK Apartment,49.11 L ,61.33 L,12.9299576,77.7401083,POINT (77.7401083 12.9299576)
Prestige Laughing Waters bangalore,87.97 L -89.10 L,1333-1350 sq.ft,2 BHK Apartment,87.97 L ,89.10 L,12.9602478,77.73795679999999,POINT (77.73795679999999 12.9602478)
Prestige Leela Residences bangalore,6.14 Cr -6.19 Cr,3073-3099 sq.ft,3 BHK Apartment,6.14 Cr ,6.19 Cr,12.9604699,77.6500106,POINT (77.6500106 12.9604699)
Prestige Misty Waters phase 1 bangalore,85.57 L -1.20 Cr,1134-1141 sq.ft,2 BHK Apartment,85.57 L ,1.20 Cr,13.046145,77.60162199999999,POINT (77.60162199999999 13.046145)
Prestige Notting Hill bangalore,3.90 Cr -6.34 Cr,3900-4500 sq.ft,4 BHK Villa,3.90 Cr ,6.34 Cr,12.8726581,77.5945658,POINT (77.5945658 12.8726581)
Prestige Ozone bangalore,22.50 L,1200 sq.ft,Plot,22.50 L,0,12.9590509,77.7494998,POINT (77.7494998 12.9590509)
Prestige Palms bangalore,39.31 L -43.05 L,936-1025 sq.ft,2 BHK Apartment,39.31 L ,43.05 L,12.9805009,77.74359869999999,POINT (77.74359869999999 12.9805009)
Prestige Park Square bangalore,59.61 L -82.15 L,1015-1270 sq.ft,2 BHK Apartment,59.61 L ,82.15 L,12.8469172,77.58784519999999,POINT (77.58784519999999 12.8469172)
Prestige Park View bangalore,89.06 L -96 L,1220-1272 sq.ft,2 BHK Apartment,89.06 L ,96 L,12.9852588,77.75189180000001,POINT (77.75189180000001 12.9852588)
Prestige Pine Wood bangalore,1.61 Cr -2.22 Cr,1249 sq.ft,2 BHK Apartment,1.61 Cr ,2.22 Cr,12.9312272,77.63458670000001,POINT (77.63458670000001 12.9312272)
Prestige Royal Garden 1 bangalore,35.91 L -48.26 L,945-1270 sq.ft,2 BHK Apartment,35.91 L ,48.26 L,13.1395085,77.57063950000001,POINT (77.57063950000001 13.1395085)
Prestige Royal Garden 2 bangalore,62.11 L -81 L,1071 sq.ft,2 BHK Apartment,62.11 L ,81 L,13.1395085,77.57063950000001,POINT (77.57063950000001 13.1395085)
Prestige Royale Gardens bangalore,39.25 L -45.50 L,1050-1065 sq.ft,2 BHK Apartment,39.25 L ,45.50 L,13.1395085,77.57063950000001,POINT (77.57063950000001 13.1395085)
Prestige Shantiniketan bangalore,2.90 Cr,2475 sq.ft,2 BHK Apartment,2.90 Cr,0,12.989259,77.731264,POINT (77.731264 12.989259)
Prestige Silver Sun bangalore,79.36 L -1.12 Cr,1221-1230 sq.ft,2 BHK Apartment,79.36 L ,1.12 Cr,12.9241916,77.6961269,POINT (77.6961269 12.9241916)
Prestige Song Of The South bangalore,36 L -44.55 L,644 sq.ft,1 BHK Apartment,36 L ,44.55 L,12.8620814,77.6137471,POINT (77.6137471 12.8620814)
Prestige Spencer Heights bangalore,3.98 Cr -4.20 Cr,2372-2387 sq.ft,3 BHK Apartment,3.98 Cr ,4.20 Cr,12.9956569,77.6104792,POINT (77.6104792 12.9956569)
Prestige Sunrise Park Brichwood bangalore,1.85 Cr -3.93 Cr,2040-2245 sq.ft,3 BHK Villa,1.85 Cr ,3.93 Cr,12.8321675,77.6632722,POINT (77.66327219999999 12.8321675)
Prestige Sunrise Park Norwood bangalore,37 L -51.48 L,937-1320 sq.ft,2 BHK Apartment,37 L ,51.48 L,12.8345846,77.6635615,POINT (77.6635615 12.8345846)
Prestige Tranquility bangalore,36 L -42 L,664-722 sq.ft,1 BHK Apartment,36 L ,42 L,13.0655118,77.743832,POINT (77.743832 13.0655118)
Prestige West Woods bangalore,37.99 L,1160 sq.ft,1 BHK Apartment,37.99 L,0,12.9776982,77.5647402,POINT (77.5647402 12.9776982)
Prestige White Meadows bangalore,31.46 L -36.20 L,671-772 sq.ft,1 BHK Apartment,31.46 L ,36.20 L,12.9751074,77.7527258,POINT (77.75272579999999 12.9751074)
Pride Enchanta Phase II bangalore,21.99 L -21.99 L,475 sq.ft,1 BHK Apartment,21.99 L ,21.99 L,12.9478889,77.5353712,POINT (77.5353712 12.9478889)
Pride Sunrise bangalore,62.98 L -78.89 L,940-1200 sq.ft,2 BHK Apartment,62.98 L ,78.89 L,12.8754555,77.6032484,POINT (77.6032484 12.8754555)
Prisha Orchids bangalore,89.49 L -1.01 Cr,1440-1630 sq.ft,2 BHK Apartment,89.49 L ,1.01 Cr,13.0833854,77.6375082,POINT (77.6375082 13.0833854)
Prodaacon Mounika Espancia bangalore,86 L -90 L,1150-1200 sq.ft,2 BHK Apartment,86 L ,90 L,13.0371268,77.6643917,POINT (77.6643917 13.0371268)
Provident Harmony bangalore,66 L -75.53 L,1241 sq.ft,3 BHK Apartment,66 L ,75.53 L,13.080659,77.625441,POINT (77.625441 13.080659)
Provident Park Square Phase I bangalore,38.47 L -55.82 L,1135-1419 sq.ft,2 BHK Apartment,38.47 L ,55.82 L,12.8636392,77.5406447,POINT (77.5406447 12.8636392)
Provident Park Square Phase II bangalore,33.52 L -38.82 L,1265-1465 sq.ft,2 BHK Apartment,33.52 L ,38.82 L,12.8636392,77.5406447,POINT (77.5406447 12.8636392)
Provident Rays Of Dawn bangalore,92 L -1.37 Cr,1216-1408 sq.ft,2 BHK Apartment,92 L ,1.37 Cr,12.8816933,77.47161009999999,POINT (77.47161009999999 12.8816933)
Provident Sunworth bangalore,34.75 L -52 L,883 sq.ft,2 BHK Apartment,34.75 L ,52 L,12.8818045,77.4705858,POINT (77.47058579999999 12.8818045)
Provident The Tree bangalore,57.57 L -73 L,998-1162 sq.ft,2 BHK Apartment,57.57 L ,73 L,12.9960104,77.48484119999999,POINT (77.48484119999999 12.9960104)
Provident WelWorth City bangalore,46.38 L -51.98 L,1160-1300 sq.ft,2 BHK Apartment,46.38 L ,51.98 L,13.2293032,77.5480973,POINT (77.54809729999999 13.2293032)
Pruthvi Royal bangalore,26.83 L -27.60 L,801-824 sq.ft,1 BHK Apartment,26.83 L ,27.60 L,12.8627337,77.5943649,POINT (77.5943649 12.8627337)
Puravankara Elita Promenade bangalore,39.31 L -55.26 L,1092-1535 sq.ft,2 BHK Apartment,39.31 L ,55.26 L,12.8505636,77.6019434,POINT (77.6019434 12.8505636)
Puravankara Purva Fountain Square bangalore,90 L -1.15 Cr,1336-1466 sq.ft,2 BHK Apartment,90 L ,1.15 Cr,12.9748291,77.61898699999999,POINT (77.61898699999999 12.9748291)
Puravankara Purva Riviera bangalore,84.08 L -8.60 Cr,1117-1350 sq.ft,2 BHK Apartment,84.08 L ,8.60 Cr,12.9758193,77.5570922,POINT (77.5570922 12.9758193)
Purnima Palmgrove bangalore,36.12 L -46.75 L,850-1100 sq.ft,2 BHK Apartment,36.12 L ,46.75 L,12.963659,77.61464869999999,POINT (77.61464869999999 12.963659)
Purva City of Gold bangalore,7 L -86 L,953-970 sq.ft,2 BHK Apartment,7 L ,86 L,12.887104,77.5521255,POINT (77.5521255 12.887104)
Purva Coronation Square bangalore,65.42 L -72.50 L,1135-1190 sq.ft,2 BHK Apartment,65.42 L ,72.50 L,12.8953453,77.5795323,POINT (77.5795323 12.8953453)
Purva Highland bangalore,53.92 L -72.94 L,1042-1105 sq.ft,2 BHK Apartment,53.92 L ,72.94 L,12.8539676,77.54460170000002,POINT (77.54460170000002 12.8539676)
