names,Price,Area,Unit Type,Starting Price,Maximum Price,lat,lon,geometry
ELV KingsLand bangalore,38.52 L -49.64 L,1070-1360 sq.ft,2 BHK Apartment,38.52 L ,49.64 L,12.9694606,77.7414335,POINT (77.7414335 12.9694606)
Ecolife Elements Of Nature bangalore,33 L,651 sq.ft,1 BHK Apartment,33 L,0,12.9387277,77.73112619999999,POINT (77.73112619999999 12.9387277)
Eden and Serene at Brigade Cornerstone Utopia bangalore,27.35 L -30 L,547 sq.ft,0.5 BHK Apartment,27.35 L ,30 L,12.9344677,77.7439053,POINT (77.74390529999999 12.9344677)
Elegant Pride bangalore,43.32 L -67 L,1140 sq.ft,2 BHK Apartment,43.32 L ,67 L,13.0012678,77.6225051,POINT (77.6225051 13.0012678)
Embassy Boulevard bangalore,6.84 Cr,3935 sq.ft,4 BHK Apartment,6.84 Cr,0,13.1479839,77.6389992,POINT (77.6389992 13.1479839)
Embassy Edge bangalore,36 L -41 L,607-696 sq.ft,1 BHK Apartment,36 L ,41 L,13.2459154,77.7145355,POINT (77.7145355 13.2459154)
Embassy Lake Terraces bangalore,4.34 Cr -5.33 Cr,3531-4209 sq.ft,3 BHK Apartment,4.34 Cr ,5.33 Cr,13.0499669,77.5933108,POINT (77.5933108 13.0499669)
Embassy Pristine bangalore,63.30 L -75 L,1266-1288 sq.ft,2 BHK Apartment,63.30 L ,75 L,12.9280203,77.6609868,POINT (77.6609868 12.9280203)
Embassy Springs bangalore,1.10 Cr -2.89 Cr,2125-5400 sq.ft,Plot,1.10 Cr ,2.89 Cr,13.2026171,77.6241374,POINT (77.6241374 13.2026171)
Emmanuel Heights bangalore,52.96 L -68 L,1197 sq.ft,2 BHK Apartment,52.96 L ,68 L,12.8921796,77.67382889999999,POINT (77.67382889999999 12.8921796)
Eshwaree Orchids bangalore,28.80 L,640 sq.ft,1 BHK Apartment,28.80 L,0,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Essem18 Poetree bangalore,65 L -1.30 Cr,1572-2282 sq.ft,3 BHK Villa,65 L ,1.30 Cr,12.9066586,77.6795801,POINT (77.6795801 12.9066586)
Esteem Emblem bangalore,33.72 L,660 sq.ft,1 BHK Apartment,33.72 L,0,12.8382576,77.6846614,POINT (77.6846614 12.8382576)
Evershine Greenwood bangalore,75.60 L -90 L,1260-1340 sq.ft,2 BHK Apartment,75.60 L ,90 L,12.8610024,77.78054159999999,POINT (77.78054159999999 12.8610024)
Expart The Wisdom Tree bangalore,60.43 L -66.33 L,1259-1382 sq.ft,2 BHK Apartment,60.43 L ,66.33 L,13.0610879,77.63975789999999,POINT (77.63975789999999 13.0610879)
Ezzy Corinth bangalore,77 L -1.07 Cr,1200-1223 sq.ft,2 BHK Apartment,77 L ,1.07 Cr,13.0657555,77.65154439999999,POINT (77.65154439999999 13.0657555)
Fire Luxur The Empyrean Phase II bangalore,35 L -60.69 L,1062-1190 sq.ft,2 BHK Apartment,35 L ,60.69 L,12.9048299,77.8677685,POINT (77.8677685 12.9048299)
Fire Luxur The Empyrean bangalore,55 L -65 L,1102 sq.ft,2 BHK Apartment,55 L ,65 L,12.9048299,77.8677685,POINT (77.8677685 12.9048299)
Fortius Under The Sun bangalore,32 L -51.79 L,956-1363 sq.ft,2 BHK Apartment,32 L ,51.79 L,13.2364997,77.67890609999999,POINT (77.67890609999999 13.2364997)
Fortuna Acacia bangalore,85 L -92 L,1855-1960 sq.ft,3 BHK Villa,85 L ,92 L,13.0698679,77.58699580000001,POINT (77.58699580000001 13.0698679)
Fortuna Krrish bangalore,42.89 L -44.24 L,1070-1110 sq.ft,2 BHK Apartment,42.89 L ,44.24 L,13.0407862,77.6753256,POINT (77.67532559999999 13.0407862)
Frontier Heights bangalore,54.29 L -70 L,1143-1192 sq.ft,2 BHK Apartment,54.29 L ,70 L,12.9055155,77.6756456,POINT (77.6756456 12.9055155)
G Corp The Icon Phase III bangalore,47 L,500 sq.ft,0.5 BHK Apartment,47 L,0,13.0473654,77.62548389999999,POINT (77.62548389999999 13.0473654)
G Corp The Icon bangalore,1 Cr -1.50 Cr,1301 sq.ft,2 BHK Apartment,1 Cr ,1.50 Cr,13.0473654,77.62548389999999,POINT (77.62548389999999 13.0473654)
GAG Classic Amrutha bangalore,1.91 Cr -3.20 Cr,3030-3148 sq.ft,3 BHK Villa,1.91 Cr ,3.20 Cr,12.8750421,77.54395509999999,POINT (77.54395509999999 12.8750421)
GCN White Palms bangalore,28.68 L -33.71 L,1040-1250 sq.ft,2 BHK Apartment,28.68 L ,33.71 L,12.9616048,77.74209499999999,POINT (77.74209499999999 12.9616048)
GK Tropical Springs bangalore,44.64 L -74.37 L,1226-1374 sq.ft,2 BHK Apartment,44.64 L ,74.37 L,12.9846992,77.7761359,POINT (77.7761359 12.9846992)
GM Global Techies Town Tower 01 A bangalore,46.80 L,1200 sq.ft,Plot,46.80 L,0,12.8227035,77.66084110000001,POINT (77.66084110000001 12.8227035)
GM Global Techies Town Tower 03 C bangalore,60 L -98.02 L,1255-1885 sq.ft,2 BHK Apartment,60 L ,98.02 L,12.8227035,77.66084110000001,POINT (77.66084110000001 12.8227035)
GM Infinite Daffodils bangalore,69 L -72.87 L,1325 sq.ft,2 BHK Apartment,69 L ,72.87 L,13.0617529,77.50699999999999,POINT (77.50699999999999 13.0617529)
GM Infinite E City Town Phase I bangalore,31.50 L -63 L,755-1070 sq.ft,2 BHK Apartment,31.50 L ,63 L,12.8192308,77.66407,POINT (77.66407 12.8192308)
GM Infinite E City Town Phase II bangalore,80.30 L -81.40 L,1460-1480 sq.ft,2 BHK Apartment,80.30 L ,81.40 L,12.8192308,77.66407,POINT (77.66407 12.8192308)
GP North Avenue bangalore,49.44 L -57.47 L,1009-1173 sq.ft,2 BHK Apartment,49.44 L ,57.47 L,13.0827637,77.622828,POINT (77.622828 13.0827637)
GR Elysium 3 bangalore,60.45 L -93.69 L,1115-1385 sq.ft,2 BHK Apartment,60.45 L ,93.69 L,13.0000972,77.7514952,POINT (77.75149519999999 13.0000972)
GR Regent Park bangalore,75.52 L -78.47 L,1280-1330 sq.ft,2 BHK Apartment,75.52 L ,78.47 L,12.8551283,77.5936002,POINT (77.5936002 12.8551283)
GRC Brundavan bangalore,2 Cr,1450 sq.ft,2 BHK Apartment,2 Cr,0,12.9393493,77.5190858,POINT (77.5190858 12.9393493)
GRC Subhiksha bangalore,54 L -99 L,1151-1197 sq.ft,2 BHK Apartment,54 L ,99 L,12.8848843,77.6819939,POINT (77.68199389999999 12.8848843)
Gajanana Sumuk bangalore,1.15 Cr -1.35 Cr,2260-2674 sq.ft,4 BHK Villa,1.15 Cr ,1.35 Cr,12.9917127,77.7185076,POINT (77.7185076 12.9917127)
Garuda Royal Homes bangalore,28.16 L,626 sq.ft,1 BHK Apartment,28.16 L,0,13.0151889,77.7057087,POINT (77.7057087 13.0151889)
Garuda Vista bangalore,66.07 L -85.35 L,1104-1317 sq.ft,2 BHK Apartment,66.07 L ,85.35 L,12.9852446,77.6867056,POINT (77.6867056 12.9852446)
Geown Oasis bangalore,80 L -88.61 L,1881 sq.ft,3 BHK Villa,80 L ,88.61 L,12.8826228,77.7831451,POINT (77.7831451 12.8826228)
Gina Shalom bangalore,75.18 L -77.70 L,1400-1447 sq.ft,2.5 BHK Apartment,75.18 L ,77.70 L,13.0184845,77.70791849999999,POINT (77.70791849999999 13.0184845)
Global Golden Pearl bangalore,25.44 L,250 sq.ft,0.5 BHK Apartment,25.44 L,0,12.787143,77.77711099999999,POINT (77.77711099999999 12.787143)
Gnana Bhoomi bangalore,57.47 L -65 L,1023-1127 sq.ft,2 BHK Apartment,57.47 L ,65 L,13.2805947,77.6198082,POINT (77.61980819999999 13.2805947)
Godrej Air bangalore,43 L -65 L,706-716 sq.ft,1 BHK Apartment,43 L ,65 L,12.9886656,77.71185009999999,POINT (77.71185009999999 12.9886656)
Godrej Aqua bangalore,27.33 L -27.33 L,692 sq.ft,1 BHK Apartment,27.33 L ,27.33 L,13.1461447,77.6376119,POINT (77.6376119 13.1461447)
Godrej E-City bangalore,31.90 L,638 sq.ft,1 BHK Apartment,31.90 L,0,12.8534247,77.65302580000001,POINT (77.65302580000001 12.8534247)
Godrej Eternity Life Plus bangalore,53.24 L -67.57 L,1348-1470 sq.ft,2 BHK Apartment,53.24 L ,67.57 L,12.8561767,77.5418038,POINT (77.5418038 12.8561767)
Godrej Eternity bangalore,49 L -54 L,775 sq.ft,1 BHK Apartment,49 L ,54 L,12.8570477,77.5407321,POINT (77.5407321 12.8570477)
Godrej Gold County bangalore,4.50 Cr,2500 sq.ft,3 BHK Apartment,4.50 Cr,0,13.046768,77.4902439,POINT (77.4902439 13.046768)
Godrej Platinum bangalore,58.82 L -65.97 L,905-1015 sq.ft,2 BHK Apartment,58.82 L ,65.97 L,13.0547182,77.5937366,POINT (77.5937366 13.0547182)
Godrej Reflections bangalore,43.82 L -45.24 L,1100-1105 sq.ft,2 BHK Apartment,43.82 L ,45.24 L,12.9118913,77.668165,POINT (77.668165 12.9118913)
Godrej Reserve bangalore,94.50 L -98.37 L,1200-1250 sq.ft,2 BHK Apartment,94.50 L ,98.37 L,13.2417155,77.71373059999999,POINT (77.71373059999999 13.2417155)
Godrej United bangalore,1 Cr -1.30 Cr,1832-2076 sq.ft,3 BHK Apartment,1 Cr ,1.30 Cr,12.9943081,77.70449769999999,POINT (77.70449769999999 12.9943081)
Godrej Woodsman Estate bangalore,1.05 Cr -1.42 Cr,1272-1459 sq.ft,2 BHK Apartment,1.05 Cr ,1.42 Cr,13.0544261,77.5960248,POINT (77.5960248 13.0544261)
Golden Grand bangalore,45.36 L -52.21 L,1060-1220 sq.ft,2 BHK Apartment,45.36 L ,52.21 L,13.0268946,77.5464606,POINT (77.5464606 13.0268946)
Gopalan Atlantis bangalore,1.38 Cr -1.77 Cr,1948 sq.ft,3 BHK Villa,1.38 Cr ,1.77 Cr,12.9741618,77.7439856,POINT (77.7439856 12.9741618)
Gopalan Lake Front bangalore,59.30 L -70.23 L,1119-1229 sq.ft,2 BHK Apartment,59.30 L ,70.23 L,12.8377608,77.6764512,POINT (77.6764512 12.8377608)
Gopalan Olympia bangalore,43.66 L -45.76 L,980-1030 sq.ft,2 BHK Apartment,43.66 L ,45.76 L,12.8753163,77.4501207,POINT (77.4501207 12.8753163)
Gopalan Sanskriti bangalore,68.05 L -97 L,1047-1068 sq.ft,2 BHK Apartment,68.05 L ,97 L,12.9128816,77.4958233,POINT (77.4958233 12.9128816)
Goyal Alanoville bangalore,36.87 L -40 L,710 sq.ft,1 BHK Apartment,36.87 L ,40 L,13.0887141,77.6594168,POINT (77.6594168 13.0887141)
Goyal Orchid Lakeview bangalore,59.94 L -90 L,1211-1299 sq.ft,2 BHK Apartment,59.94 L ,90 L,12.9315349,77.67864809999999,POINT (77.67864809999999 12.9315349)
Goyal Orchid Woods bangalore,35 L -50 L,589-839 sq.ft,1 BHK Apartment,35 L ,50 L,13.0663138,77.6507041,POINT (77.6507041 13.0663138)
Grand Duke Villas bangalore,32.94 L -41.57 L,867-1094 sq.ft,2 BHK Apartment,32.94 L ,41.57 L,12.7609104,77.6963918,POINT (77.6963918 12.7609104)
Grand Gandharva bangalore,29 L -35.72 L,526 sq.ft,1 BHK Apartment,29 L ,35.72 L,12.9320964,77.51022449999999,POINT (77.51022449999999 12.9320964)
Gravity Nakshatra bangalore,75 L -96 L,1800 sq.ft,3 BHK Villa,75 L ,96 L,13.073371,77.80411389999999,POINT (77.80411389999999 13.073371)
Gravity Sundridge bangalore,2.48 Cr -2.54 Cr,4100-4200 sq.ft,4 BHK Villa,2.48 Cr ,2.54 Cr,13.1777165,77.55935149999999,POINT (77.55935149999999 13.1777165)
Green City Eutopia bangalore,45 L,1200 sq.ft,Plot,45 L,0,12.9097565,77.6099162,POINT (77.6099162 12.9097565)
Greystone Mirror On Water bangalore,58.69 L,1005 sq.ft,1 BHK Apartment,58.69 L,0,12.8943569,77.6618761,POINT (77.6618761 12.8943569)
Griha Unnathi bangalore,52.38 L -72.37 L,1069-1477 sq.ft,2 BHK Apartment,52.38 L ,72.37 L,13.0590857,77.6590355,POINT (77.6590355 13.0590857)
HM Crescendo bangalore,79 L -98 L,1059-1278 sq.ft,2 BHK Apartment,79 L ,98 L,12.9886925,77.5941112,POINT (77.5941112 12.9886925)
HW Archstone bangalore,30 L -46 L,1105-1274 sq.ft,2 BHK Apartment,30 L ,46 L,13.0290541,77.6302934,POINT (77.6302934 13.0290541)
Habitat Eden Heights bangalore,5.60 L -58.81 L,1058-1210 sq.ft,2 BHK Apartment,5.60 L ,58.81 L,12.9904266,77.7142049,POINT (77.7142049 12.9904266)
Habitat Iluminar bangalore,46.80 L -59 L,1000-1031 sq.ft,2 BHK Apartment,46.80 L ,59 L,12.9155329,77.4933195,POINT (77.4933195 12.9155329)
Hara Vijaya Heights bangalore,28 L -39.59 L,666 sq.ft,1 BHK Apartment,28 L ,39.59 L,12.8634786,77.526696,POINT (77.526696 12.8634786)
Hatha Coco Nest bangalore,1.55 Cr,1950 sq.ft,3 BHK Villa,1.55 Cr,0,12.9452912,77.67882329999999,POINT (77.67882329999999 12.9452912)
Hebron Avenue bangalore,35.07 L -48.39 L,1117 sq.ft,2 BHK Apartment,35.07 L ,48.39 L,13.0323,77.69942309999999,POINT (77.69942309999999 13.0323)
Hilife Greens bangalore,1.04 Cr,1810 sq.ft,3 BHK Apartment,1.04 Cr,0,12.9303537,77.7302936,POINT (77.7302936 12.9303537)
Hiranandani Club Meadows bangalore,1.50 Cr -1.77 Cr,1788-1836 sq.ft,3 BHK Apartment,1.50 Cr ,1.77 Cr,12.875594,77.612397,POINT (77.612397 12.875594)
Hiranandani Evita bangalore,60.50 L -84.97 L,1210-1685 sq.ft,2 BHK Apartment,60.50 L ,84.97 L,12.8760537,77.6121874,POINT (77.6121874 12.8760537)
Hiranandani Glen Classic bangalore,45.99 L -76.19 L,1045-1070 sq.ft,2 BHK Apartment,45.99 L ,76.19 L,13.0530787,77.5743451,POINT (77.5743451 13.0530787)
Hiranandani Glen Gate bangalore,80 L,650 sq.ft,1 BHK Apartment,80 L,0,13.0530787,77.5743451,POINT (77.5743451 13.0530787)
Hiranandani Queensgate bangalore,36.48 L -40 L,697 sq.ft,1 BHK Apartment,36.48 L ,40 L,12.8740261,77.6100293,POINT (77.61002929999999 12.8740261)
Hiren High Cliff bangalore,65.11 L -1.02 Cr,1002-1251 sq.ft,2 BHK Apartment,65.11 L ,1.02 Cr,12.9124433,77.6517185,POINT (77.6517185 12.9124433)
Home Town The Address bangalore,92.23 L -1.27 Cr,1521-1634 sq.ft,2 BHK Apartment,92.23 L ,1.27 Cr,12.9382404,77.6871472,POINT (77.6871472 12.9382404)
Hrvy Sai Sapphire bangalore,21.78 L,1815 sq.ft,2 BHK Apartment,21.78 L,0,12.8947372,77.57857159999999,POINT (77.57857159999999 12.8947372)
IDEB Springfields bangalore,40.42 L -40.45 L,711 sq.ft,1 BHK Apartment,40.42 L ,40.45 L,12.9181948,77.6695175,POINT (77.6695175 12.9181948)
Icon Laurels bangalore,65 L -69 L,1100-1150 sq.ft,2 BHK Apartment,65 L ,69 L,12.7998369,77.6793722,POINT (77.6793722 12.7998369)
Icon Sanctuary bangalore,1.57 Cr -2.33 Cr,2807-3714 sq.ft,3 BHK RowHouse,1.57 Cr ,2.33 Cr,12.8554461,77.809677,POINT (77.80967699999999 12.8554461)
Incor Carmel Heights bangalore,76.83 L -1.03 Cr,1352 sq.ft,2 BHK Apartment,76.83 L ,1.03 Cr,12.9608801,77.74778549999999,POINT (77.74778549999999 12.9608801)
Indio Classic bangalore,42.21 L -43.12 L,1160-1185 sq.ft,2 BHK Apartment,42.21 L ,43.12 L,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Inner Spaces Meadow In The Sun bangalore,85 L,1700 sq.ft,3 BHK Apartment,85 L,0,12.8982134,77.6726237,POINT (77.6726237 12.8982134)
Ittina Neela bangalore,77.87 L -98.48 L,1198 sq.ft,2 BHK Apartment,77.87 L ,98.48 L,12.831385,77.700493,POINT (77.70049299999999 12.831385)
JK Suchiraa Villas bangalore,68.99 L -70.52 L,1266-1294 sq.ft,2 BHK Apartment,68.99 L ,70.52 L,13.0694552,77.5173107,POINT (77.5173107 13.0694552)
JR Nexus bangalore,50.15 L -52.15 L,595 sq.ft,1 BHK Apartment,50.15 L ,52.15 L,12.7715636,77.7018348,POINT (77.7018348 12.7715636)
JRC Palladio bangalore,1.25 Cr,1700 sq.ft,3 BHK Villa,1.25 Cr,0,12.8275997,77.7729567,POINT (77.77295669999999 12.8275997)
Jain Heights East Parade bangalore,16.57 L,425 sq.ft,1 BHK Apartment,16.57 L,0,12.9735006,77.6823713,POINT (77.6823713 12.9735006)
Jain Heights Grand West bangalore,29.50 L -34.77 L,911-1044 sq.ft,2 BHK Apartment,29.50 L ,34.77 L,13.0171545,77.5504018,POINT (77.5504018 13.0171545)
Janaadhar Shubha Phase II bangalore,19 L -25 L,650-656 sq.ft,2 BHK Apartment,19 L ,25 L,12.7379428,77.7343688,POINT (77.7343688 12.7379428)
Jayanth Santis bangalore,72.83 L -1.03 Cr,1595-2807 sq.ft,3 BHK Villa,72.83 L ,1.03 Cr,13.1115752,77.5722524,POINT (77.5722524 13.1115752)
Jeevan Grandeur bangalore,42.35 L -52.46 L,1075-1220 sq.ft,2 BHK Apartment,42.35 L ,52.46 L,13.0053452,77.7482751,POINT (77.7482751 13.0053452)
Jeevan Pristine bangalore,1.35 Cr -2.16 Cr,1500-2400 sq.ft,4 BHK Villa,1.35 Cr ,2.16 Cr,12.9715987,77.5945627,POINT (77.5945627 12.9715987)
Jeevanadi Sampoorna bangalore,1.10 Cr -2.89 Cr,2125-5400 sq.ft,Plot,1.10 Cr ,2.89 Cr,13.0643327,77.56973119999999,POINT (77.56973119999999 13.0643327)
KBR Elite bangalore,1.30 Cr -1.70 Cr,2065-2355 sq.ft,3 BHK Apartment,1.30 Cr ,1.70 Cr,13.048417,77.60612789999999,POINT (77.60612789999999 13.048417)
KMB La Palazzo bangalore,2.35 Cr -2.88 Cr,2622-3209 sq.ft,3 BHK Apartment,2.35 Cr ,2.88 Cr,12.9196722,77.6659963,POINT (77.6659963 12.9196722)
KNS Ojas bangalore,27 L -35 L,845 sq.ft,2 BHK Apartment,27 L ,35 L,12.947932,77.445078,POINT (77.445078 12.947932)
KR Grand View Heights bangalore,67.47 L -76.63 L,1220-1355 sq.ft,2 BHK Apartment,67.47 L ,76.63 L,13.0191483,77.672857,POINT (77.67285699999999 13.0191483)
KVG Grandeur bangalore,28.47 L -37.15 L,949-1032 sq.ft,2 BHK Apartment,28.47 L ,37.15 L,13.0274574,77.6900306,POINT (77.6900306 13.0274574)
Karle Zenith Residences bangalore,41.39 L -65.10 L,920 sq.ft,2 BHK Apartment,41.39 L ,65.10 L,13.0472844,77.61612939999999,POINT (77.61612939999999 13.0472844)
Karsten Palm Groves bangalore,22.45 L -30 L,691-909 sq.ft,2 BHK Apartment,22.45 L ,30 L,12.7741873,77.6961678,POINT (77.6961678 12.7741873)
Kataria Builteck Residency bangalore,15 L -40.50 L,550-1200 sq.ft,2 BHK Apartment,15 L ,40.50 L,12.8213574,77.6876728,POINT (77.6876728 12.8213574)
Keerthi Krishna Viva bangalore,50.35 L -63.65 L,1060-1340 sq.ft,2 BHK Apartment,50.35 L ,63.65 L,12.9106527,77.6840375,POINT (77.6840375 12.9106527)
Keerthi Royal Palms bangalore,40.59 L -51.25 L,990-1250 sq.ft,2 BHK Apartment,40.59 L ,51.25 L,12.8622252,77.6605814,POINT (77.6605814 12.8622252)
Keya Homes The Green Terraces bangalore,38.15 L -47.04 L,1070-1125 sq.ft,2 BHK Apartment,38.15 L ,47.04 L,12.8220091,77.6563314,POINT (77.6563314 12.8220091)
Keystone Sarovar bangalore,47.83 L,1074 sq.ft,2 BHK Apartment,47.83 L,0,12.8670332,77.57339809999999,POINT (77.57339809999999 12.8670332)
Klassik Landmark Phase 2 bangalore,2.03 Cr -2.40 Cr,2717-3026 sq.ft,4 BHK Villa,2.03 Cr ,2.40 Cr,12.8956917,77.6775754,POINT (77.67757539999999 12.8956917)
Klassik Landmark bangalore,1.40 Cr,2200 sq.ft,3 BHK Apartment,1.40 Cr,0,12.8956917,77.6775754,POINT (77.67757539999999 12.8956917)
Kolte Patil 24K Grazio bangalore,1.10 Cr,1200 sq.ft,2 BHK Apartment,1.10 Cr,0,12.9246763,77.6308584,POINT (77.63085839999999 12.9246763)
Kolte Patil I TOWERS Exente bangalore,85.57 L -1.26 Cr,1339 sq.ft,2 BHK Apartment,85.57 L ,1.26 Cr,12.849516,77.669984,POINT (77.669984 12.849516)
Kolte Patil Mirabilis bangalore,8.50 Cr -13.14 Cr,6116 sq.ft,4 BHK Apartment,8.50 Cr ,13.14 Cr,13.031804,77.661173,POINT (77.66117300000001 13.031804)
Kolte Patil Raaga bangalore,46.21 L -60 L,973-1066 sq.ft,2 BHK Apartment,46.21 L ,60 L,13.0956915,77.6478017,POINT (77.6478017 13.0956915)
Krish Eirianwen bangalore,53.62 L -64.25 L,1113-1310 sq.ft,2 BHK Apartment,53.62 L ,64.25 L,13.0183013,77.7252647,POINT (77.7252647 13.0183013)
Krishna Greens North Pride bangalore,42.40 L -58.80 L,1060-1470 sq.ft,2 BHK Apartment,42.40 L ,58.80 L,13.270314,77.61911599999999,POINT (77.61911599999999 13.270314)
Krishnaja Northcity bangalore,36 L -45 L,885 sq.ft,2 BHK Apartment,36 L ,45 L,13.2389421,77.7059788,POINT (77.7059788 13.2389421)
Kritan Ira bangalore,29.45 L,750 sq.ft,0.5 BHK Apartment,29.45 L,0,12.8211271,77.660999,POINT (77.660999 12.8211271)
Kritan Iris bangalore,22.42 L -28.50 L,590-750 sq.ft,1 BHK Apartment,22.42 L ,28.50 L,12.8361701,77.6966127,POINT (77.6966127 12.8361701)
Kumari Lotus bangalore,36.75 L -45.50 L,1050-1300 sq.ft,2 BHK Apartment,36.75 L ,45.50 L,12.9033063,77.68468179999999,POINT (77.68468179999999 12.9033063)
L&T South City bangalore,42.60 L -45.80 L,760-825 sq.ft,1 BHK Apartment,42.60 L ,45.80 L,12.8877919,77.591002,POINT (77.591002 12.8877919)
LGCL Happy Days bangalore,24.28 L -28 L,607-700 sq.ft,1 BHK Apartment,24.28 L ,28 L,13.0764068,77.66594429999999,POINT (77.66594429999999 13.0764068)
LGCL New Life Villas bangalore,42.72 L -54.18 L,1068-1260 sq.ft,2 BHK Apartment,42.72 L ,54.18 L,12.884808,77.685152,POINT (77.685152 12.884808)
LGCL One Street bangalore,1.31 Cr -1.32 Cr,2027-2045 sq.ft,3 BHK TownHouse,1.31 Cr ,1.32 Cr,13.0668077,77.6602794,POINT (77.66027939999999 13.0668077)
LGCL Pueblo bangalore,1.98 Cr -2.41 Cr,2483-3027 sq.ft,4 BHK Villa,1.98 Cr ,2.41 Cr,12.8666049,77.6672102,POINT (77.6672102 12.8666049)
LGCL Stonescape bangalore,2 Cr -3.47 Cr,2651-3565 sq.ft,3 BHK Villa,2 Cr ,3.47 Cr,13.0793738,77.6625359,POINT (77.66253589999999 13.0793738)
LVS Gardenia Phase 1 bangalore,63.18 L,1215 sq.ft,2 BHK Apartment,63.18 L,0,13.0345318,77.7024472,POINT (77.70244719999999 13.0345318)
Land Capital Primero bangalore,29.31 L,839 sq.ft,2 BHK Apartment,29.31 L,0,12.905134,77.7048731,POINT (77.7048731 12.905134)
Legacy Calista bangalore,98.60 L -1.25 Cr,1450 sq.ft,2 BHK Apartment,98.60 L ,1.25 Cr,13.111337,77.5681996,POINT (77.5681996 13.111337)
Legacy Cirocco bangalore,75.40 L -99.48 L,1219-1230 sq.ft,2 BHK Apartment,75.40 L ,99.48 L,13.087229,77.596148,POINT (77.596148 13.087229)
Legacy Eldora bangalore,1.31 Cr,2185 sq.ft,2 BHK Apartment,1.31 Cr,0,13.102545,77.623708,POINT (77.62370799999999 13.102545)
Legacy Salvador bangalore,31.50 L -37.11 L,955-1125 sq.ft,2 BHK Apartment,31.50 L ,37.11 L,13.1201364,77.58103299999999,POINT (77.58103299999999 13.1201364)
Legacy Vivienda bangalore,1.84 Cr -1.94 Cr,2634-2789 sq.ft,3 BHK RowHouse,1.84 Cr ,1.94 Cr,13.1857708,77.66031029999999,POINT (77.66031029999999 13.1857708)
Lennar Edifice bangalore,39.32 L -53.23 L,661-664 sq.ft,1 BHK Apartment,39.32 L ,53.23 L,12.9779258,77.7370902,POINT (77.7370902 12.9779258)
Lone Star Crexcel Tuscany bangalore,1.15 Cr -1.80 Cr,2264-2365 sq.ft,3 BHK Apartment,1.15 Cr ,1.80 Cr,12.991444,77.615403,POINT (77.615403 12.991444)
M1 Terra Alegria bangalore,74.86 L -86.90 L,1826-1975 sq.ft,3 BHK Villa,74.86 L ,86.90 L,13.1042593,77.77487239999999,POINT (77.77487239999999 13.1042593)
MBR Shangri La bangalore,57 L -66 L,1003-1160 sq.ft,2 BHK Apartment,57 L ,66 L,12.9218502,77.4926026,POINT (77.4926026 12.9218502)
MBR Suave bangalore,75.11 L,1625 sq.ft,2 BHK Villa,75.11 L,0,13.0073616,77.7506585,POINT (77.7506585 13.0073616)
MDVR Byrathi Residency bangalore,38.20 L -44.40 L,955-1110 sq.ft,2 BHK Apartment,38.20 L ,44.40 L,13.0536883,77.6572283,POINT (77.6572283 13.0536883)
MJ Lifestyle Astro bangalore,36.45 L -41.85 L,972-1116 sq.ft,2 BHK Apartment,36.45 L ,41.85 L,12.858655,77.6984882,POINT (77.6984882 12.858655)
MJR Clique Hercules bangalore,40 L -40.05 L,704-711 sq.ft,1 BHK Apartment,40 L ,40.05 L,12.8297958,77.6660848,POINT (77.66608479999999 12.8297958)
MJR Clique Hydra bangalore,48.10 L,920 sq.ft,1.5 BHK Apartment,48.10 L,0,12.8294758,77.6661048,POINT (77.6661048 12.8294758)
MN Guru Akshitha bangalore,46.13 L -55 L,1073-1139 sq.ft,2 BHK Apartment,46.13 L ,55 L,13.092666,77.63287,POINT (77.63287 13.092666)
MN Guru Gokulam bangalore,43.48 L -49.53 L,1115-1270 sq.ft,2 BHK Apartment,43.48 L ,49.53 L,13.0927842,77.6324403,POINT (77.6324403 13.0927842)
MS Royal Sunnyvale bangalore,34 L,735 sq.ft,1 BHK Apartment,34 L,0,12.7384134,77.70856660000001,POINT (77.70856660000001 12.7384134)
MV Vajra Value Plus bangalore,49.27 L -51.52 L,1095-1145 sq.ft,2 BHK Apartment,49.27 L ,51.52 L,12.879664,77.55231669999999,POINT (77.55231669999999 12.879664)
Maangalya Prosper Apartment bangalore,55.95 L -60.72 L,1310-1404 sq.ft,2 BHK Apartment,55.95 L ,60.72 L,12.8652341,77.5576347,POINT (77.55763469999999 12.8652341)
Maarq Alpha bangalore,64.03 L,1306 sq.ft,2 BHK Apartment,64.03 L,0,12.9144324,77.70218369999999,POINT (77.70218369999999 12.9144324)
Mahaveer Carnation bangalore,56.23 L -60.51 L,1202-1285 sq.ft,2 BHK Apartment,56.23 L ,60.51 L,12.9666845,77.59954599999999,POINT (77.59954599999999 12.9666845)
Mahaveer Celesse bangalore,26.84 L -28.88 L,621-672 sq.ft,1 BHK Apartment,26.84 L ,28.88 L,13.1500949,77.61794379999999,POINT (77.61794379999999 13.1500949)
Mahaveer Cygnet bangalore,73.93 L -74.23 L,1479-1485 sq.ft,2.5 BHK Apartment,73.93 L ,74.23 L,13.1024979,77.61716299999999,POINT (77.61716299999999 13.1024979)
Mahaveer Jasper bangalore,56.38 L -82.32 L,1187-1200 sq.ft,2 BHK Apartment,56.38 L ,82.32 L,12.8827394,77.5861908,POINT (77.5861908 12.8827394)
